column,source_load,filled_cells
ADCHEM_SAS7BDAT_LBSTNRHI,load-1901,1224
ADCHEM_SAS7BDAT_LBNRIND,load-1901,1224
ADCHEM_SAS7BDAT_LBSTAT,load-1901,0
ADCHEM_SAS7BDAT_LBTOX,load-1901,311
ADCHEM_SAS7BDAT_LBTOXGR,load-1901,311
ADCHEM_SAS7BDAT_LBSPEC,load-1901,1223
ADCHEM_SAS7BDAT_LBREFID,load-1901,1224
ADCHEM_SAS7BDAT_LBSPID,load-1901,1224
ADCHEM_SAS7BDAT_VISITNUM,load-1901,1224
ADCHEM_SAS7BDAT_VISIT,load-1901,1224
ADCHEM_SAS7BDAT_SAFFL,load-1901,1224
ADCHEM_SAS7BDAT_SAF2FL,load-1901,1224
ADCHEM_SAS7BDAT_COMPLFL,load-1901,1224
ADCHEM_SAS7BDAT_ENTERMFL,load-1901,1224
ADCHEM_SAS7BDAT_RANDFL,load-1901,1224
ADCHEM_SAS7BDAT_RAND2FL,load-1901,1224
ADCHEM_SAS7BDAT_SAFW8FL,load-1901,1224
ADCHEM_SAS7BDAT_AGE,load-1901,1224
ADCHEM_SAS7BDAT_AGEU,load-1901,1224
ADCHEM_SAS7BDAT_SEX,load-1901,1224
ADCHEM_SAS7BDAT_RACE,load-1901,1224
ADCHEM_SAS7BDAT_COUNTRY,load-1901,1224
ADCHEM_SAS7BDAT_SITEID,load-1901,1224
ADCHEM_SAS7BDAT_SUBJID,load-1901,1224
ADCHEM_SAS7BDAT_PARAMCD_ALB_AVAL,load-1901,1223
ADCHEM_SAS7BDAT_PARAMCD_ALP_AVAL,load-1901,1218
ADCHEM_SAS7BDAT_PARAMCD_ALT_AVAL,load-1901,1207
ADCHEM_SAS7BDAT_PARAMCD_AST_AVAL,load-1901,1189
ADCHEM_SAS7BDAT_PARAMCD_BILDIR_AVAL,load-1901,1167
ADCHEM_SAS7BDAT_PARAMCD_BILI_AVAL,load-1901,1214
ADCHEM_SAS7BDAT_PARAMCD_BUN_AVAL,load-1901,1223
ADCHEM_SAS7BDAT_PARAMCD_CA_AVAL,load-1901,1222
ADCHEM_SAS7BDAT_PARAMCD_CL_AVAL,load-1901,1219
ADCHEM_SAS7BDAT_PARAMCD_CREAT_AVAL,load-1901,1221
ADCHEM_SAS7BDAT_PARAMCD_K_AVAL,load-1901,1207
ADCHEM_SAS7BDAT_PARAMCD_PHOS_AVAL,load-1901,1220
ADCHEM_SAS7BDAT_PARAMCD_PROT_AVAL,load-1901,1222
ADCHEM_SAS7BDAT_PARAMCD_SODIUM_AVAL,load-1901,1219
ADCHEM_SAS7BDAT_PARAMCD_FSH_AVAL,load-1901,6
ADCHEM_SAS7BDAT_PARAMCD_HBVVLD_AVALC,load-1901,24
ADCHEM_SAS7BDAT_PARAMCD_BILDIR_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_ALB_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_ALP_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_ALT_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_AST_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_BILI_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_BUN_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_CA_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_CL_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_CREAT_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_K_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_PHOS_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_PROT_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_SODIUM_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_HCG_AVALC,load-1901,43
ADCHEM_SAS7BDAT_PARAMCD_FSH_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_HIV2NUAC_AVALC,load-1901,0
ADCHEM_SAS7BDAT_PARAMCD_HIV1NUAC_AVALC,load-1901,1
ADCM_SAS7BDAT_STUDYID,load-1901,177
ADCM_SAS7BDAT_TR01PG1,load-1901,177
ADCM_SAS7BDAT_TR01PG1N,load-1901,177
ADCM_SAS7BDAT_TR02PG1,load-1901,118
ADCM_SAS7BDAT_TR02PG1N,load-1901,118
ADCM_SAS7BDAT_TR02PG2,load-1901,118
ADCM_SAS7BDAT_TR02PG2N,load-1901,118
ADCM_SAS7BDAT_TRT03P,load-1901,0
ADCM_SAS7BDAT_TRT03PN,load-1901,0
ADCM_SAS7BDAT_PARAM,load-1901,177
ADCM_SAS7BDAT_PARAMN,load-1901,177
ADCM_SAS7BDAT_SAFFL,load-1901,177
ADCM_SAS7BDAT_COMPLFL,load-1901,177
ADCM_SAS7BDAT_RANDFL,load-1901,177
ADCM_SAS7BDAT_COMP20FL,load-1901,177
ADCM_SAS7BDAT_SAFW8FL,load-1901,177
ADCM_SAS7BDAT_ENTERMFL,load-1901,177
ADCM_SAS7BDAT_ENEXTFL,load-1901,177
ADCM_SAS7BDAT_SAF2FL,load-1901,177
ADCM_SAS7BDAT_RAND2FL,load-1901,177
ADCM_SAS7BDAT_AGE,load-1901,177
ADCM_SAS7BDAT_AGEU,load-1901,177
ADCM_SAS7BDAT_SEX,load-1901,177
ADCM_SAS7BDAT_RACE,load-1901,177
ADCM_SAS7BDAT_ETHNIC,load-1901,177
ADCM_SAS7BDAT_COUNTRY,load-1901,177
ADCM_SAS7BDAT_REGION,load-1901,0
ADCM_SAS7BDAT_SITEID,load-1901,177
ADCM_SAS7BDAT_SUBJID,load-1901,177
ADCM_SAS7BDAT_PARAMCD_ADALIMUM_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_aminmed_AVALC,load-1901,0
ADCM_SAS7BDAT_PARAMCD_antibmed_AVALC,load-1901,0
ADCM_SAS7BDAT_PARAMCD_AZATHIOP_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_BALSALAZ_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_biomed_AVALC,load-1901,0
ADCM_SAS7BDAT_PARAMCD_BUDESONI_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_CIPROFLO_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_CORTICO_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_CYCLOSPO_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_GOLIMUMA_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_IMMUMED_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_INFLIXIM_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_MESALAMI_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_METHOTRE_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_METRONID_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_MYCOPHEN_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_OLSALAZI_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_RIFAXIMI_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_SIROLIMU_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_SIX_MP_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_SULFASAL_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_TACROLIM_AVALC,load-1901,177
ADCM_SAS7BDAT_PARAMCD_UCMEDall_AVALC,load-1901,0
ADCM_SAS7BDAT_PARAMCD_VEDOLIZU_AVALC,load-1901,177
ADCORT_SAS7BDAT_STUDYID,load-1901,0
ADCORT_SAS7BDAT_ADT,load-1901,0
ADCORT_SAS7BDAT_ADY,load-1901,0
ADCORT_SAS7BDAT_TRT01P,load-1901,0
ADCORT_SAS7BDAT_TRT01PN,load-1901,0
ADCORT_SAS7BDAT_TR01PG1,load-1901,0
ADCORT_SAS7BDAT_TR01PG1N,load-1901,0
ADCORT_SAS7BDAT_TRT02P,load-1901,0
ADCORT_SAS7BDAT_TRT02PN,load-1901,0
ADCORT_SAS7BDAT_TR02PG1,load-1901,0
ADCORT_SAS7BDAT_TR02PG1N,load-1901,0
ADCORT_SAS7BDAT_TR02PG2N,load-1901,0
ADCORT_SAS7BDAT_TR02PG2,load-1901,0
ADCORT_SAS7BDAT_TRT03P,load-1901,0
ADCORT_SAS7BDAT_TRT03PN,load-1901,0
ADCORT_SAS7BDAT_DYPEDOSE,load-1901,0
ADCORT_SAS7BDAT_DYBDOSE,load-1901,0
ADCORT_SAS7BDAT_DYBPDOSE,load-1901,0
ADCORT_SAS7BDAT_DYCORT,load-1901,0
ADCORT_SAS7BDAT_ANL01FL,load-1901,171
ADCORT_SAS7BDAT_SAFFL,load-1901,0
ADCORT_SAS7BDAT_SAF2FL,load-1901,0
ADCORT_SAS7BDAT_ENTERMFL,load-1901,0
ADCORT_SAS7BDAT_RANDFL,load-1901,0
ADCORT_SAS7BDAT_RAND2FL,load-1901,0
ADCORT_SAS7BDAT_AGE,load-1901,0
ADCORT_SAS7BDAT_AGEU,load-1901,0
ADCORT_SAS7BDAT_SEX,load-1901,0
ADCORT_SAS7BDAT_RACE,load-1901,0
ADCORT_SAS7BDAT_COUNTRY,load-1901,0
ADCORT_SAS7BDAT_ETHNIC,load-1901,0
ADCORT_SAS7BDAT_SUBJID,load-1901,0
ADCORT_SAS7BDAT_SITEID,load-1901,0
ADDEATH_SAS7BDAT_STUDYID,load-1901,2
ADDEATH_SAS7BDAT_DTHDTC,load-1901,2
ADDEATH_SAS7BDAT_ADT,load-1901,2
ADDEATH_SAS7BDAT_ADY,load-1901,2
ADDEATH_SAS7BDAT_A2DY,load-1901,1
ADDEATH_SAS7BDAT_DTCAUSE,load-1901,2
ADDEATH_SAS7BDAT_DOSENUM,load-1901,2
ADDEATH_SAS7BDAT_DOSEAEON,load-1901,2
ADDEATH_SAS7BDAT_DOSAEONU,load-1901,2
ADDEATH_SAS7BDAT_DOSACSDY,load-1901,2
ADDEATH_SAS7BDAT_DOS2ASDY,load-1901,1
ADDEATH_SAS7BDAT_TRT01A,load-1901,2
ADDEATH_SAS7BDAT_TRT01AN,load-1901,2
ADDEATH_SAS7BDAT_TR01AG1,load-1901,0
ADDEATH_SAS7BDAT_TR01AG1N,load-1901,0
ADDEATH_SAS7BDAT_TRT02A,load-1901,1
ADDEATH_SAS7BDAT_TRT02AN,load-1901,1
ADDEATH_SAS7BDAT_TR02AG1,load-1901,0
ADDEATH_SAS7BDAT_TR02AG1N,load-1901,0
ADDEATH_SAS7BDAT_TR02AG2,load-1901,0
ADDEATH_SAS7BDAT_TR02AG2N,load-1901,0
ADDEATH_SAS7BDAT_TRT03A,load-1901,1
ADDEATH_SAS7BDAT_TRT03AN,load-1901,1
ADDEATH_SAS7BDAT_AGE,load-1901,2
ADDEATH_SAS7BDAT_AGEU,load-1901,2
ADDEATH_SAS7BDAT_SEX,load-1901,2
ADDEATH_SAS7BDAT_RACE,load-1901,2
ADDEATH_SAS7BDAT_COUNTRY,load-1901,2
ADDEATH_SAS7BDAT_RANDFL,load-1901,2
ADDEATH_SAS7BDAT_SAFFL,load-1901,2
ADDEATH_SAS7BDAT_SAFW8FL,load-1901,2
ADDEATH_SAS7BDAT_ENTERMFL,load-1901,2
ADDEATH_SAS7BDAT_ENEXTFL,load-1901,2
ADDEATH_SAS7BDAT_SAF2FL,load-1901,2
ADDEATH_SAS7BDAT_RAND2FL,load-1901,2
ADDEATH_SAS7BDAT_SITEID,load-1901,2
ADDEATH_SAS7BDAT_SUBJID,load-1901,2
ADDS_SAS7BDAT_SUBJID,load-1901,177
ADDS_SAS7BDAT_TRT01P,load-1901,177
ADDS_SAS7BDAT_TRT01PN,load-1901,177
ADDS_SAS7BDAT_TR01PG1,load-1901,177
ADDS_SAS7BDAT_TR01PG1N,load-1901,177
ADDS_SAS7BDAT_TRT02P,load-1901,118
ADDS_SAS7BDAT_TRT02PN,load-1901,118
ADDS_SAS7BDAT_TR02PG1,load-1901,118
ADDS_SAS7BDAT_TR02PG1N,load-1901,118
ADDS_SAS7BDAT_TR02PG2,load-1901,118
ADDS_SAS7BDAT_TR02PG2N,load-1901,118
ADDS_SAS7BDAT_TRT03P,load-1901,0
ADDS_SAS7BDAT_TRT03PN,load-1901,0
ADDS_SAS7BDAT_APERIOD,load-1901,272
ADDS_SAS7BDAT_APERIODC,load-1901,272
ADDS_SAS7BDAT_TERM44FL,load-1901,177
ADDS_SAS7BDAT_DACF44FL,load-1901,0
ADDS_SAS7BDAT_ENDW44FL,load-1901,0
ADDS_SAS7BDAT_C44NSUFL,load-1901,0
ADDS_SAS7BDAT_BFCA40FL,load-1901,0
ADDS_SAS7BDAT_BFDA40FL,load-1901,0
ADDS_SAS7BDAT_BSFU44FL,load-1901,0
ADDS_SAS7BDAT_DISW40FL,load-1901,177
ADDS_SAS7BDAT_ENTERMFL,load-1901,177
ADDS_SAS7BDAT_ENMW8FL,load-1901,177
ADDS_SAS7BDAT_ENMW16FL,load-1901,177
ADDS_SAS7BDAT_SAFFL,load-1901,177
ADDS_SAS7BDAT_COMPLFL,load-1901,177
ADDS_SAS7BDAT_RANDFL,load-1901,177
ADDS_SAS7BDAT_COMP20FL,load-1901,177
ADDS_SAS7BDAT_SAFW8FL,load-1901,177
ADDS_SAS7BDAT_TEMAW8FL,load-1901,0
ADDS_SAS7BDAT_TERMW8FL,load-1901,0
ADDS_SAS7BDAT_TERMFVFL,load-1901,0
ADDS_SAS7BDAT_ENEXTFL,load-1901,177
ADDS_SAS7BDAT_SAF2FL,load-1901,177
ADDS_SAS7BDAT_RAND2FL,load-1901,177
ADDS_SAS7BDAT_DSSEQ,load-1901,177
ADDS_SAS7BDAT_DSSPID,load-1901,177
ADDS_SAS7BDAT_DSTERM,load-1901,177
ADDS_SAS7BDAT_DSDECOD,load-1901,177
ADDS_SAS7BDAT_DSCAT,load-1901,177
ADDS_SAS7BDAT_DSSCAT,load-1901,177
ADDS_SAS7BDAT_EPOCH,load-1901,177
ADDS_SAS7BDAT_DSSTDTC,load-1901,177
ADDS_SAS7BDAT_DSSTDT,load-1901,177
ADDS_SAS7BDAT_DSSTDY,load-1901,177
ADDS_SAS7BDAT_DS2STDY,load-1901,0
ADDS_SAS7BDAT_TRTEDT,load-1901,176
ADDS_SAS7BDAT_TRTEDY,load-1901,176
ADDS_SAS7BDAT_TRTETM,load-1901,176
ADDS_SAS7BDAT_TRTEDTM,load-1901,176
ADDS_SAS7BDAT_DSLVIS,load-1901,103
ADDS_SAS7BDAT_DSLAVIS,load-1901,176
ADDS_SAS7BDAT_AGE,load-1901,177
ADDS_SAS7BDAT_AGEU,load-1901,177
ADDS_SAS7BDAT_SEX,load-1901,177
ADDS_SAS7BDAT_RACE,load-1901,177
ADDS_SAS7BDAT_ETHNIC,load-1901,177
ADDS_SAS7BDAT_COUNTRY,load-1901,177
ADDS_SAS7BDAT_REGION,load-1901,0
ADDS_SAS7BDAT_STUDYID,load-1901,177
ADDS_SAS7BDAT_SITEID,load-1901,177
ADDV_SAS7BDAT_STUDYID,load-1901,157
ADDV_SAS7BDAT_SUBJID,load-1901,157
ADDV_SAS7BDAT_SITEID,load-1901,157
ADDV_SAS7BDAT_AGE,load-1901,157
ADDV_SAS7BDAT_AGEU,load-1901,157
ADDV_SAS7BDAT_SEX,load-1901,157
ADDV_SAS7BDAT_RACE,load-1901,157
ADDV_SAS7BDAT_ETHNIC,load-1901,157
ADDV_SAS7BDAT_COUNTRY,load-1901,157
ADDV_SAS7BDAT_DVSEQ,load-1901,157
ADDV_SAS7BDAT_DVSPID,load-1901,157
ADDV_SAS7BDAT_DVTERM,load-1901,157
ADDV_SAS7BDAT_DVDECOD,load-1901,157
ADDV_SAS7BDAT_DVCAT,load-1901,157
ADDV_SAS7BDAT_EPOCH,load-1901,156
ADDV_SAS7BDAT_DVSTDTC,load-1901,156
ADDV_SAS7BDAT_DVENDTC,load-1901,156
ADDV_SAS7BDAT_DVSTDT,load-1901,156
ADDV_SAS7BDAT_DVENDT,load-1901,156
ADDV_SAS7BDAT_DVSTDY,load-1901,110
ADDV_SAS7BDAT_DVENDY,load-1901,110
ADDV_SAS7BDAT_APHASE,load-1901,0
ADDV_SAS7BDAT_APHASEN,load-1901,0
ADDV_SAS7BDAT_APERIOD,load-1901,0
ADDV_SAS7BDAT_APERIODC,load-1901,0
ADDV_SAS7BDAT_TRT01P,load-1901,157
ADDV_SAS7BDAT_TRT01PN,load-1901,157
ADDV_SAS7BDAT_TR01PG1,load-1901,157
ADDV_SAS7BDAT_TR01PG1N,load-1901,157
ADDV_SAS7BDAT_TRT01A,load-1901,157
ADDV_SAS7BDAT_TRT01AN,load-1901,157
ADDV_SAS7BDAT_TR01AG1,load-1901,157
ADDV_SAS7BDAT_TR01AG1N,load-1901,157
ADDV_SAS7BDAT_TRT02A,load-1901,82
ADDV_SAS7BDAT_TRT02AN,load-1901,82
ADDV_SAS7BDAT_TR02AG1,load-1901,82
ADDV_SAS7BDAT_TR02AG1N,load-1901,82
ADDV_SAS7BDAT_TR02AG2,load-1901,82
ADDV_SAS7BDAT_TR02AG2N,load-1901,82
ADDV_SAS7BDAT_TRT03P,load-1901,111
ADDV_SAS7BDAT_TRT03PN,load-1901,111
ADDV_SAS7BDAT_TRT03A,load-1901,111
ADDV_SAS7BDAT_TRT03AN,load-1901,111
ADDV_SAS7BDAT_SAFFL,load-1901,157
ADDV_SAS7BDAT_COMPLFL,load-1901,157
ADDV_SAS7BDAT_RANDFL,load-1901,157
ADDV_SAS7BDAT_SAFW8FL,load-1901,157
ADDV_SAS7BDAT_COMP20FL,load-1901,157
ADDV_SAS7BDAT_ENTERMFL,load-1901,157
ADDV_SAS7BDAT_ENEXTFL,load-1901,157
ADDV_SAS7BDAT_SAF2FL,load-1901,157
ADDV_SAS7BDAT_RAND2FL,load-1901,157
ADECON_SAS7BDAT_STUDYID,load-1901,323
ADECON_SAS7BDAT_ADT,load-1901,323
ADECON_SAS7BDAT_ADY,load-1901,323
ADECON_SAS7BDAT_TRT01P,load-1901,323
ADECON_SAS7BDAT_TRT01PN,load-1901,323
ADECON_SAS7BDAT_TR01PG1,load-1901,323
ADECON_SAS7BDAT_TR01PG1N,load-1901,323
ADECON_SAS7BDAT_TRT02P,load-1901,147
ADECON_SAS7BDAT_TRT02PN,load-1901,147
ADECON_SAS7BDAT_TR02PG1,load-1901,147
ADECON_SAS7BDAT_TR02PG1N,load-1901,147
ADECON_SAS7BDAT_TR02PG2,load-1901,147
ADECON_SAS7BDAT_TR02PG2N,load-1901,147
ADECON_SAS7BDAT_TRT03P,load-1901,323
ADECON_SAS7BDAT_TRT03PN,load-1901,323
ADECON_SAS7BDAT_PARAM,load-1901,323
ADECON_SAS7BDAT_PARAMN,load-1901,323
ADECON_SAS7BDAT_BASE,load-1901,323
ADECON_SAS7BDAT_BASETYPE,load-1901,323
ADECON_SAS7BDAT_CHG,load-1901,324
ADECON_SAS7BDAT_PCHG,load-1901,324
ADECON_SAS7BDAT_DTYPE,load-1901,6
ADECON_SAS7BDAT_ABLFL,load-1901,197
ADECON_SAS7BDAT_APOBLFL,load-1901,323
ADECON_SAS7BDAT_TRTFADT,load-1901,0
ADECON_SAS7BDAT_TRTFMADT,load-1901,0
ADECON_SAS7BDAT_ANL01FL,load-1901,0
ADECON_SAS7BDAT_ANL02FL,load-1901,0
ADECON_SAS7BDAT_SRCSEQ,load-1901,0
ADECON_SAS7BDAT_SRCVAR,load-1901,0
ADECON_SAS7BDAT_SRCDOM,load-1901,324
ADECON_SAS7BDAT_ASEQ,load-1901,323
ADECON_SAS7BDAT_SAFFL,load-1901,323
ADECON_SAS7BDAT_RANDFL,load-1901,323
ADECON_SAS7BDAT_SAFW8FL,load-1901,323
ADECON_SAS7BDAT_ENTERMFL,load-1901,323
ADECON_SAS7BDAT_ENEXTFL,load-1901,323
ADECON_SAS7BDAT_SAF2FL,load-1901,323
ADECON_SAS7BDAT_RAND2FL,load-1901,323
ADECON_SAS7BDAT_AGE,load-1901,323
ADECON_SAS7BDAT_AGEU,load-1901,323
ADECON_SAS7BDAT_SEX,load-1901,323
ADECON_SAS7BDAT_RACE,load-1901,323
ADECON_SAS7BDAT_COUNTRY,load-1901,323
ADECON_SAS7BDAT_ETHNIC,load-1901,323
ADECON_SAS7BDAT_REGION,load-1901,0
ADECON_SAS7BDAT_VISITNUM,load-1901,324
ADECON_SAS7BDAT_VISIT,load-1901,324
ADECON_SAS7BDAT_QSDTC,load-1901,324
ADECON_SAS7BDAT_SITEID,load-1901,323
ADECON_SAS7BDAT_SUBJID,load-1901,323
ADECON_SAS7BDAT_PARAMCD_ACTIMP_AVAL,load-1901,324
ADECON_SAS7BDAT_PARAMCD_ACTIMPTF_AVAL,load-1901,0
ADECON_SAS7BDAT_PARAMCD_IMPWOKTF_AVAL,load-1901,0
ADECON_SAS7BDAT_PARAMCD_IMPWORK_AVAL,load-1901,194
ADECON_SAS7BDAT_PARAMCD_MISWOKTF_AVAL,load-1901,0
ADECON_SAS7BDAT_PARAMCD_MISWORK_AVAL,load-1901,201
ADECON_SAS7BDAT_PARAMCD_OVEWOKTF_AVAL,load-1901,0
ADECON_SAS7BDAT_PARAMCD_OVEWORK_AVAL,load-1901,194
ADECON_SAS7BDAT_PARAMCD_PRODVAS_AVAL,load-1901,323
ADECON_SAS7BDAT_PARAMCD_PROVASTF_AVAL,load-1901,0
ADECON_SAS7BDAT_PARAMCD_ACTIMP_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_IMPWORK_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_MISWORK_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_OVEWORK_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_PRODVAS_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_IMPWOKTF_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_MISWOKTF_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_OVEWOKTF_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_PROVASTF_VALUE,load-1901,0
ADECON_SAS7BDAT_PARAMCD_ACTIMPTF_VALUE,load-1901,0
ADEFF_SAS7BDAT_STUDYID,load-1901,0
ADEFF_SAS7BDAT_TRT01P,load-1901,0
ADEFF_SAS7BDAT_TRT01PN,load-1901,0
ADEFF_SAS7BDAT_TRT02P,load-1901,0
ADEFF_SAS7BDAT_TRT02PN,load-1901,0
ADEFF_SAS7BDAT_TR01PG1,load-1901,0
ADEFF_SAS7BDAT_TR01PG1N,load-1901,0
ADEFF_SAS7BDAT_TR02PG1,load-1901,0
ADEFF_SAS7BDAT_TR02PG1N,load-1901,0
ADEFF_SAS7BDAT_TR02PG2,load-1901,0
ADEFF_SAS7BDAT_TR02PG2N,load-1901,0
ADEFF_SAS7BDAT_TRT03P,load-1901,0
ADEFF_SAS7BDAT_TRT03PN,load-1901,0
ADEFF_SAS7BDAT_PARAM,load-1901,0
ADEFF_SAS7BDAT_PARAMTYP,load-1901,0
ADEFF_SAS7BDAT_PARAMN,load-1901,0
ADEFF_SAS7BDAT_AGE,load-1901,0
ADEFF_SAS7BDAT_AGEU,load-1901,0
ADEFF_SAS7BDAT_SEX,load-1901,0
ADEFF_SAS7BDAT_RACE,load-1901,0
ADEFF_SAS7BDAT_COUNTRY,load-1901,0
ADEFF_SAS7BDAT_ETHNIC,load-1901,0
ADEFF_SAS7BDAT_REGION,load-1901,0
ADEFF_SAS7BDAT_RANDFL,load-1901,0
ADEFF_SAS7BDAT_RAND2FL,load-1901,0
ADEFF_SAS7BDAT_SAFFL,load-1901,0
ADEFF_SAS7BDAT_SAF2FL,load-1901,0
ADEFF_SAS7BDAT_SAFW8FL,load-1901,0
ADEFF_SAS7BDAT_ENTERMFL,load-1901,0
ADEFF_SAS7BDAT_ENEXTFL,load-1901,0
ADEFF_SAS7BDAT_PKRANDFL,load-1901,0
ADEFF_SAS7BDAT_PKFL,load-1901,0
ADEFF_SAS7BDAT_CORTBLFL,load-1901,0
ADEFF_SAS7BDAT_SITEID,load-1901,0
ADEFF_SAS7BDAT_SUBJID,load-1901,0
ADEFF_SAS7BDAT_SRCVAR,load-1901,0
ADEFF_SAS7BDAT_SRCDOM,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CORTD30_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CORTD7_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CORTD90_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CORTDAYS_AVAL,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CTD30LTF_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CTD7LTF_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CTD90LTF_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_CTW44LTF_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_DRMPM44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_EHFWK44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_EHLW44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_EHWK0M_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_EHWK44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_FRIABW44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBD16A44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBD16T44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBD20A44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBD20T44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBDQRM44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_IBDRMT44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_MRMSY44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_MUDISW44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_MULDIS44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_REMW44GL_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_REMW44US_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RESPT44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RESPTL44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RESPW44_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS1_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS2_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS4_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS5_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS6_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44GLS8_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44USS1_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44USS2_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44USS4_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44USS5_AVALC,load-1901,0
ADEFF_SAS7BDAT_PARAMCD_RM44USS6_AVALC,load-1901,0
